Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R01.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R02.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R03.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R04.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R05.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R06.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R07.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R08.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R09.d
Q8IV08	Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3	18001.3	17026.4	16296.1	16499.5	16753.3	17599.3	17975	16374.4	17876
Q8IVN8	Q8IVN8	SBSPO_HUMAN	SBSPON	Somatomedin-B and thrombospondin type-1 domain-containing protein	3861.62	4496.53	3071.56	3006.24	2520.45	3134.87	3816.6	4042.34	3000.32
Q8IVU3	Q8IVU3	HERC6_HUMAN	HERC6	Probable E3 ubiquitin-protein ligase HERC6	15044.2	13992.4	15175.5	14291.6	14552.2	14038.1	13222.8	12451.5	18024.3
Q8IW52	Q8IW52	SLIK4_HUMAN	SLITRK4	SLIT and NTRK-like protein 4	14318.5	16250.1	14568.5	15625.1	15821.7	15248.3	15951	16289.6	16195.1
Q8IWU5	Q8IWU5	SULF2_HUMAN	SULF2	Extracellular sulfatase Sulf-2	30296.7	20033.5	22762.5	23546.2	27012.4	31102.6	26442.8	23945.8	30393.4
Q8IWV2	Q8IWV2	CNTN4_HUMAN	CNTN4	Contactin-4	40285.1	39301.2	38614	38327	38446	37501.4	38174.4	38331.8	37822.9
Q8IWV2;Q9UQ52	Q9UQ52;Q8IWV2	CNTN4_HUMAN;CNTN6_HUMAN	CNTN4;CNTN6	Contactin-4	2237.04	939.438		860.249	752.134		521.005	284.807	2512.86
Q8IWY4	Q8IWY4	SCUB1_HUMAN	SCUBE1	Signal peptide, CUB and EGF-like domain-containing protein 1	2903.18	2989.91	2502.25	3264.79	3830.54	3198.85	3846.72	2701.94	6623.68
Q8IWY4;Q8IX30;Q9NQ36	Q8IWY4;Q8IX30;Q9NQ36	SCUB1_HUMAN;SCUB2_HUMAN;SCUB3_HUMAN	SCUBE1;SCUBE2;SCUBE3	Signal peptide, CUB and EGF-like domain-containing protein 1	121.829	257.569	101.248	238.241	124.788	298.273	396.413	199.605	626.001
Q8IWY4;Q9NQ36	Q8IWY4;Q9NQ36	SCUB1_HUMAN;SCUB2_HUMAN	SCUBE1;SCUBE2	Signal peptide, CUB and EGF-like domain-containing protein 1	2199.12	1116.89	2111.07	2448.4	2576.18	2452.35	2109.82	2351.17	1815.67
Q8IX05	Q8IX05	CD302_HUMAN	CD302	CD302 antigen	712.664	858.348	826.897	1306.95	1083.13	1389.44	1007.93	1034.94	1209.22
Q8IX30	Q8IX30	SCUB3_HUMAN	SCUBE3	Signal peptide, CUB and EGF-like domain-containing protein 3	272.053		208.881	310.85			210.629	311.616	
Q8IXL6	Q8IXL6	FA20C_HUMAN	FAM20C	Extracellular serine/threonine protein kinase FAM20C	7444.03	7881.21	6977.84	7422.33	7395.03	8510.06	7092.52	7822.19	7305.4
Q8IY63	Q8IY63	AMOL1_HUMAN	AMOTL1	Angiomotin-like protein 1	33657.9	33132.9	34018.7	34109.2	30447.7	30113.5	28391.7	25592.1	37394.9
Q8IYD8	Q8IYD8	FANCM_HUMAN	FANCM	Fanconi anemia group M protein	28855.6	30659.9	28774.4	32948.7	33568.2	29299.4	29387.7	28872.1	44610.6
Q8IYE1	Q8IYE1	CCD13_HUMAN	CCDC13	Coiled-coil domain-containing protein 13	3214.55	16379.9	20123.1	12075.5	16850.8	15493.1	3716.13	18710.6	
Q8IYJ0	Q8IYJ0	PIANP_HUMAN	PIANP	PILR alpha-associated neural protein	38107.9	45809.7	44394.4	36153.8	37205.1	40855.6	41345.5	43550.3	47120.6
Q8IYR6	Q8IYR6	TEFF1_HUMAN	TMEFF1	Tomoregulin-1	936.963	378.789	592.598	647.193	698.002	338.709	960.799	319.259	866.464
Q8IYS5	Q8IYS5	OSCAR_HUMAN	OSCAR	Osteoclast-associated immunoglobulin-like receptor	2865.95	3058.5	2817.72	3370.1	2911.64	3503.06	3110.22	3026.68	3490.86
Q8IZ52	Q8IZ52	CHSS2_HUMAN	CHPF	Chondroitin sulfate synthase 2	187.023	653.611	232.108	658.782	336.806		342.118	520.523	445.394
Q8IZ69	Q8IZ69	TRM2A_HUMAN	TRMT2A	tRNA (uracil-5-)-methyltransferase homolog A	2792.46	4293.16	4213.32	5317.14	4440.29	5259.36	4614.29	4980.6	3386.56
Q8IZA0	Q8IZA0	K319L_HUMAN	KIAA0319L	Dyslexia-associated protein KIAA0319-like protein	561.006	1046.21	381.535	1110.95	947.922	1510.73	826.839	1197.62	706.201
Q8IZF2	Q8IZF2	AGRF5_HUMAN	ADGRF5	Adhesion G protein-coupled receptor F5	1025.92	1142.64	1281.17	359.337		985.95	827.575	1434.52	848.866
Q8IZJ1	Q8IZJ1	UNC5B_HUMAN	UNC5B	Netrin receptor UNC5B	2859.63	3729.35	3156.63	3790.18	2995.21	3261.83	2854.37	2048.68	1699.68
Q8IZJ3	Q8IZJ3	CPMD8_HUMAN	CPAMD8	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8	4817.35	5132.67	5526.29	5994.36	5303.08	5579.92	6097.34	5654.09	4929.97
Q8IZP7	Q8IZP7	H6ST3_HUMAN	HS6ST3	Heparan-sulfate 6-O-sulfotransferase 3	10255.8	10844.8	10812.4	11113.4	9667.13	9391.5	10789.4	10014.2	11277.6
Q8IZS8	Q8IZS8	CA2D3_HUMAN	CACNA2D3	Voltage-dependent calcium channel subunit alpha-2/delta-3	9788.83	8989.13	9714.55	9860.3	8802.98	8737.86	8480.81	8669.74	7979.06
Q8N0W4	Q8N0W4	NLGNX_HUMAN	NLGN4X	Neuroligin-4, X-linked	5458.56	9171.54	8138.56	9017.07	7782.07	8130.62	6133.75	10021.2	10958.3
Q8N0W4;Q8N2Q7;Q8NFZ4	Q8NFZ3;Q8N0W4;Q8NFZ4;Q8N2Q7	NLGN1_HUMAN;NLGN2_HUMAN;NLGNX_HUMAN	NLGN1;NLGN2;NLGN4X	Neuroligin-4, X-linked		13767.6	230.288	1321.45	791.509	11217.4			
Q8N0W4;Q8N2Q7;Q9NZ94	Q8NFZ3;Q8N0W4;Q9NZ94;Q8N2Q7	NLGN1_HUMAN;NLGN3_HUMAN;NLGNX_HUMAN	NLGN1;NLGN3;NLGN4X	Neuroligin-4, X-linked	13641.5	12702.8	11773.8	13479.2	14964.1	17456.8	14438.7	12925.2	12555.7
Q8N0W4;Q8NFZ4;Q9NZ94	Q8NFZ3;Q8N0W4;Q9NZ94;Q8NFZ4	NLGN2_HUMAN;NLGN3_HUMAN;NLGNX_HUMAN	NLGN2;NLGN3;NLGN4X	Neuroligin-4, X-linked	3272.68	4101.05	3719.49	4044.38	3652.11	4031.82	2792.02	3576.23	3473.76
Q8N111	Q8N111	CEND_HUMAN	CEND1	Cell cycle exit and neuronal differentiation protein 1	1538.12	1264.45	1367.31	690.736	1852.76	1415.17	781.278	3490.4	
Q8N126	Q8N126	CADM3_HUMAN	CADM3	Cell adhesion molecule 3	66952.3	69540.1	65104.5	65356.5	72907	66645.4	66416.2	74306	73094.1
Q8N145	Q8N145	LGI3_HUMAN	LGI3	Leucine-rich repeat LGI family member 3	1339.63	4122.55	4347.7	2870.66	3468.98	4118.39	1483.95		
Q8N149	Q8N149	LIRA2_HUMAN	LILRA2	Leukocyte immunoglobulin-like receptor subfamily A member 2	4905.62	5611.82	5287.18	4421.19	4575.56	5016.39	4235.15	4265.29	2662.71
Q8N1N4	Q8N1N4	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	1259.61	1674.46	1480.02	1072.31	1713.59	1874.6	1962.03	1769.24	1102.72
Q8N2G4	Q8N2G4	LYPD1_HUMAN	LYPD1	Ly6/PLAUR domain-containing protein 1	1686	1942.11	784.94	2069.26	1866.46	1044.97	1772.4	1346.91	523.228
Q8N2Q7	Q8N2Q7	NLGN1_HUMAN	NLGN1	Neuroligin-1	8092.05	8915.71	8932.42	7657.23	8556.54	8782.22	9054.48	7007.64	5929.48
Q8N2Q7;Q8NFZ4	Q8NFZ4;Q8N2Q7	NLGN1_HUMAN;NLGN2_HUMAN	NLGN1;NLGN2	Neuroligin-1	17199.2	16625.4	14678.8	14930.4	14251.3	19255.2	17989	21067.1	22817
Q8N2Q7;Q8NFZ4;Q9NZ94	Q9NZ94;Q8NFZ4;Q8N2Q7	NLGN1_HUMAN;NLGN2_HUMAN;NLGN3_HUMAN	NLGN1;NLGN2;NLGN3	Neuroligin-1	14520.4	12896.6	11331.7	14371.9	12279.3	12217.7	12016.7	12021.8	30265.8
Q8N2S1	Q8N2S1	LTBP4_HUMAN	LTBP4	Latent-transforming growth factor beta-binding protein 4	57049.9	56391.2	54010.2	56128.2	54702.8	57125	57506.6	57415.1	65162.8
Q8N3H0	Q8N3H0	TAFA2_HUMAN	TAFA2	Chemokine-like protein TAFA-2	23678.5	24345.5	26587.1	24602.4	25546.5	25528.5	25391.1	21548	23732.9
Q8N3H0;Q96LR4	Q8N3H0;Q96LR4	TAFA2_HUMAN;TAFA4_HUMAN	TAFA2;TAFA4	Chemokine-like protein TAFA-2	9820.07	11276	9159.11	10294.9	10118	9511.27	10375.8	7524.71	13493.6
Q8N3J6	Q8N3J6	CADM2_HUMAN	CADM2	Cell adhesion molecule 2	45515.3	50868.6	42446.4	50670.8	43712.5	51154.1	44270.8	43634.8	47862.3
Q8N3T1	Q8N3T1	GLT15_HUMAN	GALNT15	Polypeptide N-acetylgalactosaminyltransferase 15	4010.27	3744.59	3243.37	4340.37	3456.67	3939.77	4354.91	3677.37	4452.59
Q8N3T6	Q8N3T6	T132C_HUMAN	TMEM132C	Transmembrane protein 132C	6941.08	7345.01	6247.97	6972.31	7280.73	7011.01	7010.22	7396.42	8267.42
Q8N3Z0	Q8N3Z0	PRS35_HUMAN	PRSS35	Inactive serine protease 35								1151.97	1079.82
Q8N428	Q8N428	GLT16_HUMAN	GALNT16	Polypeptide N-acetylgalactosaminyltransferase 16	3270.53	3589.75	3457.02	3888.52	3682.98	4372.03	3585.73	4315.15	3240.09
Q8N436	Q8N436	CPXM2_HUMAN	CPXM2	Inactive carboxypeptidase-like protein X2	4905.92	4673.67	4395.19	4862.73	4943.55	5824.09	4929.24	4433.18	4937.7
Q8N474	Q8N474	SFRP1_HUMAN	SFRP1	Secreted frizzled-related protein 1	3578.81	3009.24	2361.06	3433.4	2325.35	2711.75	2578.07	3397.4	2148.43
Q8N475	Q8N475	FSTL5_HUMAN	FSTL5	Follistatin-related protein 5	9101.73	8800.63	8837.02	7892.1	8829.89	8630.56	8358.58	8222.13	9443.55
Q8N573	Q8N573	OXR1_HUMAN	OXR1	Oxidation resistance protein 1	40632.9	35612.5	21467.8	39602.5	46270.1	39185.7	34417.9	38254.6	23282.7
Q8N608	Q8N608	DPP10_HUMAN	DPP10	Inactive dipeptidyl peptidase 10	2350.22	2274.31	2449.14	2445.44	2396.61	2263.37	3190.09	2847.74	2961.46
Q8N6C5	Q8N6C5	IGSF1_HUMAN	IGSF1	Immunoglobulin superfamily member 1	5155.99	4537.84	4788.63	3611.13	3919.51	4365.32	5169.25	5804.33	4512.64
Q8N6Q3	Q8N6Q3	CD177_HUMAN	CD177	CD177 antigen	2363.76	3225.23	2879.7	3021.99	2878.34	2542.38	3158.57	3349.65	2108.21
Q8N8Z6	Q8N8Z6	DCBD1_HUMAN	DCBLD1	Discoidin, CUB and LCCL domain-containing protein 1	1994.82	2423.22	2490.19	1503.81	2137.96	2051.01	1757.25	1321.09	2666.19
Q8N967	Q8N967	LRTM2_HUMAN	LRTM2	Leucine-rich repeat and transmembrane domain-containing protein 2	3989.18	4780.72	3878.49	2662.5	3203.82	4220.48	2957.8	5078.57	4619.17
Q8N9I0	Q8N9I0	SYT2_HUMAN	SYT2	Synaptotagmin-2		837.582	702.388	725.063		634.469	582.867	686.675	
Q8NBI3	Q8NBI3	DRAXI_HUMAN	DRAXIN	Draxin	1682.93	1982.83	1704.2	2254.25	2347.4	2391.91	2323.38	1669.04	1924.51
Q8NBI6	Q8NBI6	XXLT1_HUMAN	XXYLT1	Xyloside xylosyltransferase 1	14895.7	13352.2	14075.3	12448.3	12658.2	10129.9	11698.4	12575.3	13593
Q8NBJ4	Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	12870	12339.3	13421.6	14609.1	13258.7	14004.3	13349.8	13439.6	16120.1
Q8NBJ7	Q8NBJ7	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	3917.37	4693.21	4633.45	4258.82	5291.46	5836.15	6605.89	5639.62	7336.9
Q8NBK3	Q8NBK3	SUMF1_HUMAN	SUMF1	Formylglycine-generating enzyme	1690.8	1452.99	1492.65	1899.05	2506.4	2344.06	2517.7	1969.5	2917.33
Q8NBP7	Q8NBP7	PCSK9_HUMAN	PCSK9	Proprotein convertase subtilisin/kexin type 9	18062.9	18944	20020.1	18978	20683.2	19984.8	20319	21811.4	14416.4
Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	7359.63	8431.4	8327.19	8788.2	8547.08	9656.34	10487.2	9973.74	11268.3
Q8NC54	Q8NC54	KCT2_HUMAN	KCT2	Keratinocyte-associated transmembrane protein 2	4491.62	3781.91	4198.56	3587.53	5290.79	3986.98		772.159	
Q8NCC3	Q8NCC3	PAG15_HUMAN	PLA2G15	Phospholipase A2 group XV	11334.9	12481	11431.8	11180.8	10266.6	10972.8	11179.9	10757.2	9869.84
Q8NCH0	Q8NCH0	CHSTE_HUMAN	CHST14	Carbohydrate sulfotransferase 14		1281.5	1165.45	1010.12			1220.85	866.954	2723.85
Q8NCL4	Q8NCL4	GALT6_HUMAN	GALNT6	Polypeptide N-acetylgalactosaminyltransferase 6	9764.75	9683.56	9377.67	10366.2	9673.55	9372.74	8510.87	8991.53	9517.04
Q8NCW5	Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	6675.82	7082.42	7288.69	7591.11	6131.39	6601.78	6387.22	6678.3	4968.16
Q8NCW6	Q8NCW6	GLT11_HUMAN	GALNT11	Polypeptide N-acetylgalactosaminyltransferase 11	3376.16	4254.91	5745.49	5466.13	3928.12	6730.14	4507.74	5734.42	4751.24
Q8NES3	Q8NES3	LFNG_HUMAN	LFNG	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe	6177.73	8354.03	6537.47	9359.27	7864.61	7478.77	7129.53	8361.66	5967.74
Q8NFL0	Q8NFL0	B3GN7_HUMAN	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	1373.94	2058.33	1322.65	1489.38	2272.86	1358.5	1909.96	2161.2	1733.16
Q8NFP4	Q8NFP4	MDGA1_HUMAN	MDGA1	MAM domain-containing glycosylphosphatidylinositol anchor protein 1	6500.64	5874.09	5827.47	5057.19	5016.87	5213.52	6048.67	6357.59	6734.11
Q8NFT8	Q8NFT8	DNER_HUMAN	DNER	Delta and Notch-like epidermal growth factor-related receptor	131117	128023	130839	122407	121272	124884	114265	116432	101203
Q8NFU7	Q8NFU7	TET1_HUMAN	TET1	Methylcytosine dioxygenase TET1	23343.4	23534.6	22240.5	22158.2	23289.1	23505.8	22553.5	23967.4	20787.5
Q8NFY4	Q8NFY4	SEM6D_HUMAN	SEMA6D	Semaphorin-6D	31627.7	31179.9	31645.7	33859.6	34011.5	31913.9	32321.8	30832.6	26743.3
Q8NFY4;Q9H2E6	Q9H2E6;Q8NFY4	SEM6A_HUMAN;SEM6D_HUMAN	SEMA6A;SEMA6D	Semaphorin-6D									9577.31
Q8NFY4;Q9H3T2	Q9H3T2;Q8NFY4	SEM6C_HUMAN;SEM6D_HUMAN	SEMA6C;SEMA6D	Semaphorin-6D	2042.86	2026.41	2459.96	2005.3	1815.16	1910.24	1706.89	1827.26	1867.71
Q8NFZ4	Q8NFZ4	NLGN2_HUMAN	NLGN2	Neuroligin-2	10926.1	10177.3	10080.6	11295.9	10554.6	10859.2	10098.3	9482.14	10237.9
Q8NFZ8	Q8NFZ8	CADM4_HUMAN	CADM4	Cell adhesion molecule 4	47286.5	60970.2	52977.9	54417.7	49930.8	49799.1	52332.9	49964	52638.6
Q8NHJ6	Q8NHJ6	LIRB4_HUMAN	LILRB4	Leukocyte immunoglobulin-like receptor subfamily B member 4	3080.62	2327.38	3342.3	2840.05	2431.5	2531.49	2608.02	2743.73	2474.16
Q8NHP8	Q8NHP8	PLBL2_HUMAN	PLBD2	Putative phospholipase B-like 2	5902.82	5612.6	6335.2	6346.63	6429.43	5567.19	5773.86	6174.33	5331.52
Q8NI22	Q8NI22	MCFD2_HUMAN	MCFD2	Multiple coagulation factor deficiency protein 2	3335.36	3519.55	4798.78	4295.63	3724.55	5418.59	5358.37	5272.78	4340.64
Q8NI32	Q8NI32	LPD6B_HUMAN	LYPD6B	Ly6/PLAUR domain-containing protein 6B	2677.77	2303.52	2639.38	3005.52	1679.71	3633.16	2477.37	2414.99	2095.56
Q8TAB3	Q8TAB3	PCD19_HUMAN	PCDH19	Protocadherin-19	1834.6	3054.6	2623.53	2487.03	2817.62	2662.26	2012.99	3246.05	3486.25
Q8TAG5	Q8TAG5	VTM2A_HUMAN	VSTM2A	V-set and transmembrane domain-containing protein 2A	45615.2	51131.7	50689.7	51178.1	50736.4	52914.9	51823.5	52756.1	47621.8
Q8TAL6	Q8TAL6	FIBIN_HUMAN	FIBIN	Fin bud initiation factor homolog	1044.9	1160.78	826.64	693.179	1030.92	666.457	794.719	848.009	624.523
Q8TBZ8	Q8TBZ8	ZN564_HUMAN	ZNF564	Zinc finger protein 564	568.8		462.532		436.562			358.482	
Q8TCT9	Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	723.025	808.339	649.544	826.222	1130.05	341.387	350.814	613.918	610.183
Q8TCZ2	Q8TCZ2	C99L2_HUMAN	CD99L2	CD99 antigen-like protein 2	347611	381472	340336	354621	374691	396967	304108	282744	427232
Q8TD57	Q8TD57	DYH3_HUMAN	DNAH3	Dynein axonemal heavy chain 3	4168.98	4157.85	4110.11	3530.65	3794.8	2666.89	3778.84	3997.65	5034.34
Q8TDF5	Q8TDF5	NETO1_HUMAN	NETO1	Neuropilin and tolloid-like protein 1	3895.87	4218.6	1896.85	5170.37	5035.57	2682.78	3882.65	2993.74	2882.26
Q8TDQ0	Q8TDQ0	HAVR2_HUMAN	HAVCR2	Hepatitis A virus cellular receptor 2	1966.79	787.256	1663.15	658.917	1908.22	483.021	598.623	1199.14	3865.89
Q8TE57	Q8TE57	ATS16_HUMAN	ADAMTS16	A disintegrin and metalloproteinase with thrombospondin motifs 16	3429.18	2119.01	3381.78	1374.25	2691.62	4602.12	4319.89	2380.76	4049.23
Q8TER0	Q8TER0	SNED1_HUMAN	SNED1	Sushi, nidogen and EGF-like domain-containing protein 1	8163.76	8811.92	9837.95	8774.59	8296.89	8931.6	8678.06	10183.1	7674.65
Q8TEU8	Q8TEU8	WFKN2_HUMAN	WFIKKN2	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	57419.5	66567.1	61433.2	60947.5	61334.7	61295.8	61674.3	64129.4	70006.3
Q8WUA8	Q8WUA8	TSK_HUMAN	TSKU	Tsukushi	2061.22	2136.64	2500.21	2788.74	2107.71	2673.68	2135.17	2804.77	1201.91
Q8WUJ3	Q8WUJ3	CEMIP_HUMAN	CEMIP	Cell migration-inducing and hyaluronan-binding protein	16204.3	15371.9	16306.6	16029	14739.4	16222.2	16929.3	14984.5	16208.9
Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	1263.07	1220.91	1448.37	491.497	1265.72	983.656	1273.54	940.34	794.885
Q8WVN6	Q8WVN6	SCTM1_HUMAN	SECTM1	Secreted and transmembrane protein 1	13535.4	14347.3	17947.2	14899.3	16523	14820.9	16595.5	15636.6	14777.2
Q8WVQ1	Q8WVQ1	CANT1_HUMAN	CANT1	Soluble calcium-activated nucleotidase 1	24959.7	25284.8	25460.1	24580.2	24105.1	24360.7	24337.1	23804.3	22105.7
Q8WWX9	Q8WWX9	SELM_HUMAN	SELENOM	Selenoprotein M	9105.87	8826.01	8662.57	8952.8	8270.23	7731.54	8053.14	7744.06	7156.19
Q8WX77	Q8WX77	IBPL1_HUMAN	IGFBPL1	Insulin-like growth factor-binding protein-like 1	568.635	825.946	797.076	667.067	836.685	489.31	897.831	841.493	1216.98
Q8WXD2	Q8WXD2	SCG3_HUMAN	SCG3	Secretogranin-3	232440	232527	229583	228417	229789	226824	213236	206025	165961
Q8WY21	Q8WY21	SORC1_HUMAN	SORCS1	VPS10 domain-containing receptor SorCS1	9051.51	9215.79	9928.84	9224.65	9301.05	9116.82	9486.2	9176.95	8562.23
Q8WY21;Q9UPU3	Q8WY21;Q9UPU3	SORC1_HUMAN;SORC3_HUMAN	SORCS1;SORCS3	VPS10 domain-containing receptor SorCS1	4058.22	2372.85	3316.57	1631.27	4155.6	3688.99	3627.42		
Q8WYK1	Q8WYK1	CNTP5_HUMAN	CNTNAP5	Contactin-associated protein-like 5	2831.38	2811.19	2893.21	2950.57	2906.05	2914.56	3259.05	3070.35	2977.78
Q8WZ75	Q8WZ75	ROBO4_HUMAN	ROBO4	Roundabout homolog 4	4786.76	5437.83	6019.4	5863.55	6154.97	6255.27	5956.69	5387.81	3705.87
Q8WZA1	Q8WZA1	PMGT1_HUMAN	POMGNT1	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	36340.7	38701.6	40057.1	37097.2	42009.1	39411.9	39338.1	39710.5	42194
Q92484	Q92484	ASM3A_HUMAN	SMPDL3A	Acid sphingomyelinase-like phosphodiesterase 3a	5953.14	5189.83	4953.8	4615.94	5159.33	5400.57	5270.88	5507.21	4546.83
Q92485	Q92485	ASM3B_HUMAN	SMPDL3B	Acid sphingomyelinase-like phosphodiesterase 3b	12720.2	12692.9	12818.5	13216.6	12691	12215.9	13521.7	12251.1	15586.6
Q92496	Q92496	FHR4_HUMAN	CFHR4	Complement factor H-related protein 4	19556.8	16887.6	18083.4	16651.8	16610.5	19256.2	18854.7	15233.4	15097
Q92520	Q92520	FAM3C_HUMAN	FAM3C	Protein FAM3C	282668	276455	264753	252887	250134	247317	249490	253775	244971
Q92542	Q92542	NICA_HUMAN	NCSTN	Nicastrin	2448.3	2422.54	2581.6	2301.61	2525.33	2054.1	2228.39	1554.97	2302.47
Q92563	Q92563	TICN2_HUMAN	SPOCK2	Testican-2	31174.7	30848.5	33002.3	31243.5	33445.8	33941.3	29930.8	31421.2	26728.4
Q92626	Q92626	PXDN_HUMAN	PXDN	Peroxidasin homolog	1137.6	988.705	1371.75	1503.07	1666.92	1907.21	1684.17	1658.89	1634.06
Q92673	Q92673	SORL_HUMAN	SORL1	Sortilin-related receptor	23695.1	23988.5	23077.7	23461.4	23797.1	22955	23843	23386.7	23298.7
Q92686	Q92686	NEUG_HUMAN	NRGN	Neurogranin	16111.4	17006.7	16648.8	17118.9	16658.8	19046	14797.6	9909.54	
Q92692	Q92692	NECT2_HUMAN	NECTIN2	Nectin-2	2830.54		3171.07	2584.83	2687.24	3214.14	2102.58	2321.21	
Q92729	Q92729	PTPRU_HUMAN	PTPRU	Receptor-type tyrosine-protein phosphatase U	2038.92	2122.74	2070.42	2947.25	2372.47	2512.71	2693.53	2357.76	4146.74
Q92743	Q92743	HTRA1_HUMAN	HTRA1	Serine protease HTRA1	16583.6	17299.2	17877.2	15788.1	19480	17219.6	19808.6	16143	19585.2
Q92752	Q92752	TENR_HUMAN	TNR	Tenascin-R	11670.5	11786.2	11586.2	11354.7	11870.1	11782	12509.3	12342.3	13758.4
Q92765	Q92765	SFRP3_HUMAN	FRZB	Secreted frizzled-related protein 3	7912.22	8929.6	8693.55	5673.02	6526.65	7254.65	7951.12	7592.76	8748.28
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	19334.4	24464.3	20624.4	22132.1	20876.7	21773.8	22304.5	21920.5	19117.3
Q92823	Q92823	NRCAM_HUMAN	NRCAM	Neuronal cell adhesion molecule	537638	537437	542784	552071	544785	547184	542282	540707	577285
Q92832	Q92832	NELL1_HUMAN	NELL1	Protein kinase C-binding protein NELL1	11702	16945.4	19802	14070	16398.7	16235.9	18285.8	15184.8	13082
Q92854	Q92854	SEM4D_HUMAN	SEMA4D	Semaphorin-4D	5674.14	5589.01	5776.17	6903.73	7909.21	4977.05	6137.68	6113.5	4056.62
Q92859	Q92859	NEO1_HUMAN	NEO1	Neogenin	69872.5	71214.8	68254.9	67249	67320.2	69061.4	64307.7	66977	61259.7
Q92876	Q92876	KLK6_HUMAN	KLK6	Kallikrein-6	326045	320504	312880	323054	314455	317045	336511	334354	334469
Q92896	Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1	4775.94	5923.42	4576.03	5023.41	4251.05	4414.19	4712.3	4175.94	4530.8
Q92911	Q92911	SC5A5_HUMAN	SLC5A5	Sodium/iodide cotransporter	4095.25	5174.2	3914.86	3067.19	4178.07	4375.71	4517.24	4241.28	6086.39
Q92932	Q92932	PTPR2_HUMAN	PTPRN2	Receptor-type tyrosine-protein phosphatase N2	14577.9	13528.9	11801.6	12924.7	13206.1	12540.4	13917.9	12285.4	12738.9
Q92954	Q92954	PRG4_HUMAN	PRG4	Proteoglycan 4	25613.3	24273.3	23963.1	26641.9	24398.4	26503.1	26732.2	27119.9	27939.6
Q92956	Q92956	TNR14_HUMAN	TNFRSF14	Tumor necrosis factor receptor superfamily member 14	10423.5	9045.19	9316.33	7108.92	9520.04	8452.83	8803.15	9139.6	10714.9
Q92997	Q92997	DVL3_HUMAN	DVL3	Segment polarity protein dishevelled homolog DVL-3	11288.6	13027.4	16583.9	14012.4	13573.4	13034.2	12992.2	11576.1	10220.7
Q93033	Q93033	IGSF2_HUMAN	CD101	Immunoglobulin superfamily member 2	28097.7	27915.1	30980.2	23766.1	24356.6	26841.1	19998.8	22719.4	12388.8
Q93045	Q93045	STMN2_HUMAN	STMN2	Stathmin-2					1127.96		534.167	3080.47	
Q93063	Q93063	EXT2_HUMAN	EXT2	Exostosin-2	2517.76	2661.21	3226.16	1886.59	2748.84	2381.02	2235.58	2238.79	3362.39
Q93091	Q93091	RNAS6_HUMAN	RNASE6	Ribonuclease K6	21721.7	21956	21716.5	24003.2	22351.9	23621	25238.6	22284.1	22250
Q969H8	Q969H8	MYDGF_HUMAN	MYDGF	Myeloid-derived growth factor	3096.8	3008.35	1746.95	3634.8	3190.4	4384.11	3810	2955.57	4385.5
Q969K4	Q969K4	ABTB1_HUMAN	ABTB1	Ankyrin repeat and BTB/POZ domain-containing protein 1	1665.32	1822.88	2249.48	1270.34	1394.67	1177.61	1250.6	1525.46	2663.58
Q969P0	Q969P0	IGSF8_HUMAN	IGSF8	Immunoglobulin superfamily member 8	28031.4	27638.2	28475.9	27701.6	27165.6	26857.7	26410.4	28791.7	38125.4
Q969T9	Q969T9	WBP2_HUMAN	WBP2	WW domain-binding protein 2	3837.48	2937.49	4330.19	2095.57	3541.87	3322.2	4182.86	4464.81	5409.22
